0.75089,0.92177,0.81834,0.98582,1.0323,1.051,1.0278,0.71348,0.86967,0.94048,1.6521,1.9494,1.0623,1.0286,1.0695,0.98672,1.5211,1.0546,1.0061,1.0805,1.1398,1.0893,0.83119,0.99965,0.85583,1.7281,0.97256,1.8698,1.7245,1.7341,1.0242,0.80882,1.4782,1.7905,1.8004,1.5804,1.0748,0.91981,0.91188,0.91767,1.5858,0.89629,0.96459,1.6623,0.92822,0.94782,0.95201,0.8216,1.208,1.2792,1.7983,1.3492,0.91419,0.88629,0.72482,0.81744,1.2229,0.87337,0.93145,1.0075,0.93564,1.3322,0.9327,0.99057,0.87742,1.626,1.7112,1.593,1.6302,0.89978,0.78532,1.2921,0.84104,1.016,0.97557,1.919,1.0428,1.101,0.97032,0.91798,0.89848,1.2169,1.3353,1.4967,1.1312,1.7459,1.2215,1.2249,0.97414,1.293,1.3224,0.95306,1.0518,1.9338,1.8621,0.96552
6.7739,7.1082,6.8421,6.7458,6.8628,6.7308,6.8853,7.304,6.4301,6.1782,6.5521,7.3677,6.5391,6.469,6.2975,6.5902,7.3288,6.7045,6.5277,6.0736,6.8575,6.6845,6.5028,6.0735,6.2823,6.7273,6.657,6.6747,6.7038,6.5454,6.5059,7.2298,6.5992,6.6991,6.3769,6.7037,6.7723,6.6768,6.4812,6.8707,6.26,6.7207,6.4383,6.6842,6.5461,6.5454,6.8163,6.5541,6.7769,8.0356,6.1343,7.5177,6.2778,6.3779,5.8275,6.1921,6.0865,5.6756,5.612,7.0161,6.3371,7.2814,6.5829,6.77,6.7041,7.0562,6.4307,6.4096,6.0094,6.2356,5.1043,8.6866,6.7437,6.8617,6.6047,6.041,6.6024,6.7265,6.6023,6.3812,6.6405,8.958,8.7738,6.069,6.5984,6.59,8.8316,7.0352,8.4102,8.4449,7.7573,7.4656,4.234,5.3198,3.8725,8.5057
3.526,3.5239,3.3039,3.7649,3.3861,3.3171,3.7276,3.8927,3.5268,2.8732,3.3284,3.6466,0.44167,3.66,3.3268,3.5549,3.4857,3.3214,3.536,3.476,3.4498,3.4291,3.2391,3.7292,3.592,3.2849,3.372,3.3796,3.6862,3.6583,3.6928,3.7709,3.2495,3.4414,3.4598,3.3516,3.4039,3.7874,3.4855,3.4884,3.2227,3.4097,3.3888,3.2247,3.4461,3.6826,3.5458,3.3443,3.0151,3.2297,0.63422,3.2641,3.4384,3.5576,3.0269,3.3974,3.0007,3.1584,2.7579,2.4023,3.2384,3.4609,3.8677,3.697,3.6161,3.6278,3.2458,3.1902,3.197,3.7866,2.9242,3.4475,3.7323,3.357,3.3242,3.0996,0.70147,3.6172,3.5427,3.7576,2.9944,3.353,3.6852,3.0685,3.3564,3.8783,4.0499,3.4072,3.6716,3.2832,3.0216,2.4096,1.1199,1.315,0.3938,3.5437
3.9036,4.0731,3.8488,3.8465,3.8143,3.8851,3.8224,4.1789,3.7471,3.5344,3.8489,4.1518,3.6561,3.6883,3.6554,3.6943,4.023,3.8266,3.804,3.4862,3.9803,3.7963,3.6423,3.4871,3.7188,3.8505,3.7521,3.8074,3.8104,3.6821,3.7774,4.1749,3.8668,3.8615,3.583,3.9318,3.8542,3.7947,3.7539,3.8218,3.5534,3.818,3.6626,3.8972,3.7112,3.7091,3.7999,3.6929,3.7416,4.5486,3.5244,4.1446,3.5708,3.6405,3.188,3.4493,3.5442,3.3013,3.0605,3.8215,3.646,4.0005,3.783,3.8621,3.7535,4.1185,3.6605,3.7341,3.3201,3.4161,2.9907,4.7005,3.787,3.7903,3.7002,3.6001,3.6781,3.7075,3.7431,3.6357,3.7638,5.0422,4.8231,3.4913,3.7141,3.8582,4.8459,3.9898,4.6404,4.6455,4.3201,4.3697,3.0079,3.4402,2.8059,4.8168
5.1161,5.4039,5.3784,5.1732,5.1353,5.1352,5.0924,5.2256,5.0358,5.2591,5.168,5.2678,4.9491,5.0323,4.9714,5.0172,5.2134,5.1133,5.0466,4.8584,5.2286,5.1187,5.1774,4.8612,4.9923,5.2007,5.29,5.1165,5.198,5.0125,5.1068,5.3848,5.0416,5.2942,4.8793,5.3572,5.2744,5.0537,5.1516,5.156,4.987,5.2953,5.0638,5.2164,5.1782,5.0198,5.1236,5.1209,5.1339,5.5166,4.813,5.233,4.9891,5.1269,4.7481,4.8889,4.7314,4.7387,4.5319,5.2047,5.1463,5.2989,5.0672,5.1672,5.1003,5.2999,5.1048,5.1638,4.9287,4.7541,4.6774,5.7803,5.139,4.9891,5.2994,4.9048,5.1081,5.2117,5.1603,4.9217,5.181,5.9281,5.7953,4.874,5.0858,5.1093,5.8063,5.241,5.5428,5.7578,5.5134,5.734,4.4173,4.7598,4.299,5.9118
10.951,11.669,11.972,10.86,10.876,10.825,10.753,10.639,10.877,12.418,11.295,10.94,10.869,10.669,10.752,10.606,10.968,10.989,10.812,10.521,11.023,10.84,11.625,10.292,10.622,11.165,11.746,11.038,11.116,10.396,10.719,11.241,10.843,11.52,10.437,11.829,11.409,10.51,11.268,10.955,11.197,11.639,11.1,11.482,11.462,10.524,10.826,11.351,11.348,11.462,10.668,10.961,10.839,11.239,10.863,10.445,10.101,10.326,10.126,11.666,11.47,11.177,10.674,10.82,10.908,11.252,11.322,11.446,11.059,10.012,10.895,11.815,10.815,10.716,11.881,10.837,11.421,11.301,11.152,10.498,11.431,11.838,11.69,10.718,11.044,10.596,11.65,11.194,11.251,12.208,11.809,12.299,10.344,10.939,10.524,11.82
0.841,0.98294,0.85944,1.0758,0.94702,1.0104,0.94255,0.94204,0.95256,0.69343,0.86539,1.0552,0.9355,0.92531,0.86629,0.99797,1.0738,0.89767,0.86642,0.89281,0.9915,0.92269,0.85626,0.89669,0.9504,0.93448,0.85062,0.88613,0.86466,0.96135,0.98777,1.0024,0.87084,0.93413,0.88697,0.82482,0.94847,0.97318,0.85552,1.0169,0.80841,0.89813,0.85125,0.81645,0.82214,0.94046,0.97056,0.7988,0.79391,0.80094,0.86202,0.69427,0.88429,0.78861,0.69347,0.83495,0.8117,0.84958,0.64622,0.6885,0.70838,0.92933,0.94346,1.0266,0.92975,1.0008,0.82578,0.81438,0.70333,0.81378,0.61923,0.86816,0.93511,0.80384,0.79375,0.86494,0.88361,0.90869,0.87213,0.89758,0.71533,0.95347,0.95596,0.71804,0.76084,0.89104,0.89183,0.80515,0.88577,0.87375,0.88236,0.7872,0.43606,0.40952,0.22105,0.93828
3.3925,3.5949,3.249,3.715,3.7117,3.818,3.5854,3.9635,3.3828,2.4363,3.2149,3.3655,3.583,3.5206,3.5052,3.7416,3.4911,3.4223,3.1607,3.3896,3.7822,3.5454,3.3328,3.5338,3.359,3.5965,3.1955,3.2161,3.5048,3.6532,3.5834,3.8568,3.3148,3.5632,3.4849,3.2521,3.533,3.888,3.3561,3.5687,3.0917,3.4386,3.1873,3.0733,2.9447,3.6318,3.8287,3.1988,3.2609,2.9021,3.4351,2.9056,3.4707,3.0474,2.6069,3.511,3.4573,3.1996,2.6762,2.5862,2.7394,3.533,3.5186,3.7955,3.4059,3.6227,3.1282,3.0432,2.7706,3.3683,2.62,3.2009,3.6915,3.1778,2.9795,3.3346,3.5198,3.5277,3.4651,3.5591,2.9173,3.4262,3.2726,3.0352,3.3797,3.9295,3.2335,3.3264,3.1988,3.2871,3.2468,2.7256,3.0834,3.0914,2.5534,3.1909
3.1633,3.4695,3.109,3.2975,3.3263,3.4038,3.2913,3.4007,3.1447,2.7994,3.1156,3.2914,3.3147,3.2025,3.1564,3.251,3.2194,3.2686,3.1325,3.1705,3.4647,3.2493,3.1234,3.0674,3.1279,3.3012,3.1241,3.1107,3.2855,3.2679,3.2545,3.4663,3.1763,3.3393,3.14,3.1544,3.3502,3.3723,3.1765,3.2671,2.9857,3.2861,3.129,3.2026,3.028,3.2284,3.388,2.9554,3.0544,3.6237,3.141,3.3989,3.1912,3.0696,2.5982,3.0919,3.0498,2.9318,2.5114,2.9985,2.9158,3.361,3.1984,3.4022,3.1993,3.3889,3.1,3.0732,2.7847,3.0715,2.6092,3.8482,3.2925,3.1966,3.131,3.1693,3.2847,3.2627,3.2215,3.18,3.0389,4.0078,3.9847,3.0473,3.1982,3.3911,3.914,3.2198,3.596,3.6201,3.4972,3.8468,2.6317,2.7719,2.3826,4.1994
2.844,3.1178,2.7851,2.9516,3.0187,3.0752,2.947,3.0237,2.8643,2.5635,2.8311,3.0442,3.0057,2.8556,2.8812,2.9387,2.985,2.9571,2.8887,2.942,3.1527,2.8987,2.8142,2.7609,2.8149,3.0129,2.8669,2.8589,2.9287,2.9231,2.9437,3.1218,2.8779,2.9983,2.9159,2.8425,3.0477,3.0424,2.8466,2.9351,2.7213,2.979,2.8601,2.9168,2.7126,2.8709,3.0598,2.599,2.7217,3.2886,2.9163,3.0601,2.8465,2.6645,2.3071,2.7538,2.7646,2.7058,2.2168,2.6542,2.5999,2.9906,2.8661,3.0776,2.8615,3.0991,2.8074,2.7909,2.4653,2.7287,2.317,3.3217,2.9869,2.8768,2.8319,2.9513,2.9589,2.9213,2.8933,2.8406,2.7043,3.5061,3.4941,2.7218,2.8238,3.0164,3.4373,2.8367,3.2052,3.1847,3.0895,3.6164,2.7416,2.7879,2.5616,3.7278
